Name,Location,Duration,Destination,Class,Price ($),Distance (km),Aircraft Type
Iberia Airlines,Sao Paulo,3:10,Cairo,Economy,309.5,6190,Boeing 777X
Star Lines,Manila,4:10,Milan,Economy,581.3,11626,Airbus A319
Go First,Chicago,1:20,Hong Kong,Business,451.7,4517,Airbus A330
Space Jet,Athens,8:50,Dublin,Business,1047.4,10474,McDonnell Douglas MD-11
Air France,Vienna,2:20,Oslo,First,1769.8,8849,Boeing 787-10
Royal Jordanian,Edinburgh,12:00,Dubai,First,1489.0,7445,Boeing 737
Swiss International Air Lines,Cairo,5:30,Lyon,Business,1328.4,13284,McDonnell Douglas MD-11
Air France,Athens,10:30,Sao Paulo,First,476.4,2382,Airbus A380
Vistara,Ottawa,5:40,Budapest,Economy,385.3,7706,Embraer E190
Malaysia Airlines,Oslo,6:00,Doha,First,574.8,2874,Airbus A350
British Airways,Mexico City,2:00,Dublin,Economy,640.1,12802,Boeing 767
Cathay Pacific,Hong Kong,4:40,Paris,Business,209.6,2096,Boeing 747
X-Express,Jakarta,3:50,Dubai,Economy,283.3,5666,Boeing 737
Air Canada,Oslo,7:00,Buenos Aires,Economy,224.25,4485,Airbus A330
United Airlines,Chicago,6:50,Zurich,Economy,662.25,13245,Boeing 737
Qantas,Tokyo,2:10,Mexico City,First,2436.0,12180,McDonnell Douglas MD-11
Japan Airlines,Sydney,8:00,Athens,Economy,36.45,729,Airbus A330neo
Vistara,Delhi,9:00,Reykjavik,Business,885.3,8853,Boeing 787-10
Malaysia Airlines,Brisbane,2:40,Vancouver,Business,1208.9,12089,Airbus A321
Easy Jet,Manila,3:00,Dubai,Economy,40.25,805,Airbus A330neo
United Airlines,Nairobi,2:20,Zurich,First,1486.0,7430,Boeing 787-10
Southwest Airlines,Abu Dhabi,6:10,Kuala Lumpur,Business,378.6,3786,Boeing 737
Space Jet,Hanoi,10:00,Vancouver,First,2085.0,10425,Airbus A330
Delta Airlines,Jakarta,10:50,Madrid,Business,402.4,4024,Boeing 787
Space Jet,Los Angeles,5:40,Abu Dhabi,Economy,487.15,9743,Airbus A321
Emirates,Doha,7:10,Oslo,Economy,369.8,7396,Airbus A321
Swiss International Air Lines,Istanbul,3:00,Manila,First,530.6,2653,Boeing 737 MAX
Malaysia Airlines,Madrid,8:30,Sydney,Business,398.6,3986,Boeing 787-10
Asian Airlines,Sao Paulo,8:00,Kuala Lumpur,First,417.2,2086,Boeing 747
Space Jet,Chennai,10:20,Sydney,Business,609.9,6099,Bombardier CRJ
Star Lines,Istanbul,5:50,Delhi,Economy,306.85,6137,Airbus A330
X-Express,Jakarta,2:20,Prague,Economy,511.95,10239,Airbus A330neo
Air Asia,Manila,6:30,Venice,Business,1118.8,11188,Airbus A320
American Airlines,Doha,1:10,Milan,Business,1171.1,11711,Boeing 777
Go First,New York,3:50,San Francisco,First,1148.0,5740,Boeing 737 MAX
Air Canada,Istanbul,8:40,Dubai,First,2029.6,10148,McDonnell Douglas MD-11
British Airways,Toronto,7:50,Mumbai,First,897.8,4489,Boeing 767
United Airlines,Vienna,7:00,Munich,Business,263.2,2632,Airbus A330neo
Delta Airlines,Dubai,6:30,Los Angeles,Business,708.2,7082,Boeing 787-10
French Bee,Rome,9:00,St. Petersburg,Business,107.5,1075,Airbus A319
Air India,Nairobi,1:30,Toronto,Economy,481.05,9621,Boeing 787-10
Space Jet,Edinburgh,2:10,Jakarta,Economy,321.4,6428,Boeing 787-10
Space Jet,Copenhagen,8:20,Singapore,Business,1074.8,10748,Airbus A319
Korean Air,London,7:40,Dubai,Business,852.8,8528,Boeing 757
Star Lines,Tokyo,12:00,Dhaka,Economy,610.0,12200,Airbus A220
Southwest Airlines,London,5:10,Warsaw,Business,1013.7,10137,Airbus A330neo
SAS Scandinavian Airlines,Istanbul,10:20,Kuala Lumpur,Business,279.9,2799,Boeing 787-10
Alaska Airlines,Athens,2:20,Sao Paulo,First,1095.2,5476,McDonnell Douglas MD-80
Air India,Paris,11:00,Chicago,Business,435.2,4352,McDonnell Douglas MD-80
Air Asia,Athens,6:10,Sao Paulo,First,955.2,4776,De Havilland Dash 8
Air Asia,Athens,5:10,Istanbul,Economy,332.3,6646,Airbus A380
American Airlines,Edinburgh,6:40,Chicago,Economy,118.25,2365,McDonnell Douglas MD-80
Vistara,Delhi,12:10,Paris,Economy,51.25,1025,Boeing 737
Emirates,Chennai,2:30,Cape Town,Economy,391.8,7836,Boeing 747
Emirates,Zurich,12:30,Paris,First,2312.8,11564,Boeing 787-10
Gulf Air,Texas,1:00,Dubai,Business,477.5,4775,McDonnell Douglas MD-80
Lufthansa,Barcelona,4:50,Mexico City,First,2882.8,14414,Airbus A321
Virgin Atlantic,Ottawa,3:50,Dubai,First,1897.8,9489,McDonnell Douglas MD-80
Southwest Airlines,Chennai,11:20,Israel,Economy,347.2,6944,Boeing 777
Go First,Manchester,3:30,Dhaka,Economy,53.25,1065,Boeing 787-10
Swiss International Air Lines,Chicago,3:30,Jakarta,Economy,355.1,7102,McDonnell Douglas MD-80
Air International,Buenos Aires,2:50,Milan,First,127.8,639,Boeing 737 MAX
Air Asia,Lisbon,8:40,Paris,First,652.0,3260,Airbus A350
Royal Jordanian,Vienna,1:50,Mexico City,First,2128.6,10643,Bombardier CRJ
Aeroflot,Edinburgh,7:30,Cape Town,First,942.8,4714,Airbus A330neo
Etihad Airways,Paris,11:50,Vienna,Economy,695.3,13906,Airbus A320
Malaysia Airlines,Hong Kong,1:40,Cairo,First,1912.4,9562,Boeing 787
Go First,Copenhagen,8:20,Chicago,Business,1486.0,14860,Boeing 747
British Airways,Berlin,8:20,Singapore,Business,1032.4,10324,ATR 72
Air Asia,Kuala Lumpur,2:00,Madrid,Economy,347.0,6940,Airbus A319
Aeroflot,Mumbai,6:50,Hong Kong,First,2173.6,10868,Boeing 777X
Swiss International Air Lines,Kolkata,5:20,Dhaka,Economy,395.35,7907,Boeing 747
Aeroflot,Oslo,11:10,Rio de Janeiro,Business,1150.1,11501,Airbus A320
Space Jet,Paris,6:10,Jakarta,Economy,192.3,3846,Airbus A350
Easy Jet,Texas,3:30,Los Angeles,Business,877.2,8772,Embraer E190
Qantas,Zurich,7:20,Johannesburg,Business,1201.3,12013,Airbus A220
Malaysia Airlines,Madrid,8:20,Budapest,Economy,741.7,14834,Boeing 777
Gulf Air,Sydney,10:10,Abu Dhabi,Economy,508.45,10169,McDonnell Douglas MD-80
Cathay Pacific,Chennai,10:10,Buenos Aires,Economy,624.25,12485,Embraer E190
Thai Airways,Brazil,8:50,Reykjavik,Business,1050.6,10506,Embraer E190
Space Jet,Texas,12:30,Barcelona,Business,1118.9,11189,Bombardier CRJ
Japan Airlines,Dublin,11:30,Lyon,Business,1207.8,12078,Boeing 787
British Airways,Chicago,5:50,Nairobi,Business,929.3,9293,McDonnell Douglas MD-80
Korean Air,Mexico City,10:00,Amsterdam,Business,948.0,9480,Boeing 757
X-Express,London,1:10,Los Angeles,Economy,311.05,6221,McDonnell Douglas MD-11
United Airlines,Toronto,2:10,St. Petersburg,Economy,46.25,925,Airbus A350
Air France,Brazil,5:10,Berlin,Economy,206.5,4130,Airbus A380
Air India,Nairobi,10:50,Rio de Janeiro,Economy,347.25,6945,McDonnell Douglas MD-11
Indigoo,Manchester,1:30,Barcelona,First,2058.0,10290,Boeing 737 MAX
American Airlines,Hanoi,10:50,Moscow,Business,707.5,7075,McDonnell Douglas MD-80
Qantas,Delhi,6:00,Manila,Economy,712.65,14253,Boeing 747
Aeroflot,Seoul,1:30,San Francisco,First,1835.6,9178,Airbus A319
Air International,Nairobi,8:30,Moscow,First,1629.0,8145,De Havilland Dash 8
United Airlines,Zurich,6:10,Buenos Aires,First,1338.6,6693,Airbus A380
LATAM Airlines,Texas,5:00,Milan,Business,1173.8,11738,Airbus A330
Asian Airlines,Rome,8:40,Reykjavik,Economy,225.95,4519,Boeing 767
Thai Airways,Mumbai,2:00,Beijing,Economy,126.05,2521,Airbus A320
United Airlines,Texas,1:00,Madrid,First,1437.4,7187,Airbus A350
SAS Scandinavian Airlines,Edinburgh,2:40,San Francisco,First,2900.2,14501,Airbus A380
X-Express,Abu Dhabi,10:50,Vancouver,First,1023.8,5119,Boeing 757
Malaysia Airlines,Lisbon,12:10,Jakarta,Business,1357.2,13572,Boeing 757
Virgin Atlantic,Kolkata,2:50,Sao Paulo,First,111.6,558,Boeing 777
Lufthansa,Mexico City,4:50,Manila,Business,874.7,8747,Boeing 737 MAX
Delta Airlines,Ottawa,7:30,Los Angeles,Economy,439.7,8794,Airbus A220
Qantas,Melbourne,6:10,Prague,Economy,88.4,1768,Airbus A330
Thai Airways,Nairobi,4:20,Sao Paulo,Business,968.8,9688,Airbus A220
Korean Air,Sydney,8:40,Munich,First,1497.6,7488,Embraer E190
Turkish Airlines,Hanoi,3:10,Paris,Business,382.4,3824,Airbus A319
Swiss International Air Lines,Paris,3:20,Paris,First,2685.2,13426,McDonnell Douglas MD-80
Malaysia Airlines,Tokyo,11:10,Manila,Business,1478.9,14789,Airbus A320
Iberia Airlines,Nairobi,2:50,Zurich,Economy,397.05,7941,Boeing 747
X-Express,Zurich,3:20,Prague,First,2449.6,12248,Boeing 777X
X-Express,Paris,2:00,Manila,Economy,726.7,14534,Boeing 787
Royal Jordanian,Moscow,10:50,Ho Chi Minh City,Business,1233.7,12337,De Havilland Dash 8
Air Asia,Seoul,1:20,Rome,First,2607.6,13038,Boeing 737
Thai Airways,Brazil,11:40,Barcelona,Business,869.1,8691,Boeing 757
Virgin Atlantic,Texas,2:40,Mexico City,Economy,410.25,8205,Boeing 787
SAS Scandinavian Airlines,Hong Kong,4:00,Singapore,Economy,331.2,6624,Airbus A320
Vistara,Barcelona,9:50,Buenos Aires,Business,152.2,1522,De Havilland Dash 8
Etihad Airways,Chicago,6:50,Singapore,Economy,29.15,583,Boeing 767
French Bee,Singapore,4:50,St. Petersburg,Business,1351.7,13517,Boeing 737
Swiss International Air Lines,Buenos Aires,10:30,Munich,Economy,87.1,1742,Boeing 787
Qatar Airways,Manila,11:00,Oslo,Business,518.6,5186,Embraer E190
Iberia Airlines,Zurich,8:30,Sydney,First,2737.6,13688,Airbus A320
Qantas,Sao Paulo,8:40,Los Angeles,First,1381.2,6906,Airbus A319
Qatar Airways,Nairobi,11:30,Vienna,First,462.2,2311,McDonnell Douglas MD-80
Alaska Airlines,London,7:40,New York,Economy,715.85,14317,Boeing 787
United Airlines,Nairobi,4:20,Prague,Economy,63.9,1278,Airbus A220
Singapore Airlines,Toronto,9:50,Dhaka,Business,891.4,8914,Embraer E190
Air India,Edinburgh,12:20,Sydney,First,244.4,1222,ATR 72
British Airways,Beijing,7:30,Athens,Business,1148.5,11485,Airbus A350
Air Canada,Manchester,10:40,Moscow,Economy,561.0,11220,Boeing 767
Gulf Air,Sao Paulo,1:10,Rio de Janeiro,First,2669.0,13345,Airbus A330neo
United Airlines,Athens,3:40,Rio de Janeiro,Business,433.7,4337,Bombardier CRJ
Southwest Airlines,Jakarta,1:00,Johannesburg,First,2540.0,12700,Bombardier CRJ
Lufthansa,Rome,6:40,Zurich,Business,416.9,4169,Airbus A330
Aeroflot,Bangkok,11:30,San Francisco,Business,348.0,3480,Bombardier CRJ
Etihad Airways,Madrid,5:40,Singapore,Business,745.4,7454,Airbus A330
Easy Jet,Berlin,6:20,Johannesburg,Economy,334.8,6696,Embraer E190
Airlines,Manchester,6:30,Kuala Lumpur,Business,729.8,7298,Airbus A330neo
Iberia Airlines,Abu Dhabi,1:30,Moscow,First,740.8,3704,Embraer E190
Etihad Airways,Athens,5:10,Amsterdam,First,630.0,3150,Airbus A330
Indigoo,Vienna,6:00,San Francisco,First,1379.4,6897,Boeing 787-10
Delta Airlines,Vienna,4:00,Berlin,Business,638.3,6383,Airbus A330
Lufthansa,Seoul,4:20,Delhi,Economy,474.2,9484,Airbus A330
Space Jet,Abu Dhabi,9:20,Buenos Aires,Economy,603.65,12073,Boeing 757
Star Lines,Madrid,6:40,Prague,First,1657.2,8286,Airbus A320
Swiss International Air Lines,Shanghai,10:50,Mexico City,First,1748.2,8741,Boeing 737 MAX
Korean Air,Dublin,3:20,Kuala Lumpur,Business,775.9,7759,Airbus A350
American Airlines,Cairo,7:30,Miami,Economy,525.15,10503,De Havilland Dash 8
Airlines,Jakarta,7:00,Chicago,Economy,132.55,2651,De Havilland Dash 8
Swiss International Air Lines,Manila,11:10,Berlin,Business,1031.5,10315,Boeing 737 MAX
Qantas,New York,7:00,Paris,Economy,674.95,13499,Boeing 747
French Bee,Bangkok,12:50,Stockholm,Business,191.9,1919,Airbus A220
SAS Scandinavian Airlines,Copenhagen,6:50,Amsterdam,Business,721.7,7217,Airbus A220
Aeroflot,Istanbul,9:20,Prague,Business,1464.6,14646,Airbus A330neo
Turkish Airlines,Johannesburg,6:20,Nairobi,First,1552.0,7760,Boeing 787
Star Lines,Chicago,9:00,Tokyo,First,970.2,4851,De Havilland Dash 8
French Bee,Kolkata,6:10,Moscow,Economy,612.25,12245,Airbus A320
Lufthansa,Sydney,8:40,Barcelona,Business,1150.8,11508,Boeing 737 MAX
Asian Airlines,Melbourne,10:20,Milan,First,2822.8,14114,ATR 72
Royal Jordanian,Nairobi,12:50,Reykjavik,First,193.0,965,Boeing 777X
Go First,Los Angeles,6:20,Amsterdam,Economy,320.2,6404,Airbus A320
Vistara,Copenhagen,9:30,Buenos Aires,First,1300.2,6501,Boeing 737
Qantas,Seoul,3:40,Delhi,First,2182.8,10914,Boeing 757
Airlines,Ottawa,11:30,Geneva,First,1779.2,8896,Boeing 787
LATAM Airlines,Jakarta,9:00,Amsterdam,Economy,593.65,11873,Boeing 747
Etihad Airways,Nairobi,7:50,Reykjavik,Business,1089.3,10893,Boeing 777
British Airways,Kolkata,3:30,Bangkok,Business,157.6,1576,Boeing 737 MAX
Japan Airlines,Zurich,9:00,Budapest,Business,304.1,3041,Boeing 747
Qantas,Ottawa,6:00,Singapore,Business,733.3,7333,Airbus A220
Southwest Airlines,Brazil,2:20,Sydney,Business,944.0,9440,McDonnell Douglas MD-80
SAS Scandinavian Airlines,Berlin,9:50,Bangkok,Business,1268.9,12689,Boeing 777
Korean Air,Istanbul,7:10,Ho Chi Minh City,First,1580.8,7904,Boeing 737
Aeroflot,Jakarta,6:10,Israel,Economy,199.05,3981,De Havilland Dash 8
Singapore Airlines,Amsterdam,10:50,Stockholm,Economy,567.4,11348,De Havilland Dash 8
British Airways,Amsterdam,6:30,Abu Dhabi,Business,229.6,2296,Airbus A350
Qantas,Singapore,12:30,Athens,Economy,48.0,960,Boeing 787
Gulf Air,Hanoi,10:20,Cairo,Business,68.6,686,Boeing 787
SAS Scandinavian Airlines,Cairo,8:00,Rome,Economy,717.45,14349,Airbus A220
Royal Jordanian,Athens,1:40,Zurich,Business,1387.2,13872,Airbus A330
Air France,Manchester,6:40,Cairo,Economy,576.5,11530,Airbus A220
Japan Airlines,Shanghai,5:10,Prague,Economy,657.65,13153,Boeing 777
Space Jet,Seoul,7:50,Helsinki,First,2567.2,12836,Boeing 787
Delta Airlines,Zurich,2:10,Dublin,Business,1130.4,11304,Boeing 757
Lufthansa,Kuala Lumpur,2:00,Hong Kong,Economy,271.45,5429,McDonnell Douglas MD-80
Thai Airways,Brisbane,4:40,San Francisco,Economy,621.1,12422,Boeing 747
Singapore Airlines,Abu Dhabi,12:40,Geneva,First,1243.8,6219,Airbus A380
Qatar Airways,Mumbai,2:00,Lyon,Business,661.3,6613,Boeing 737 MAX
Gulf Air,Abu Dhabi,2:10,Dubai,First,1759.0,8795,De Havilland Dash 8
Air Asia,Beijing,1:00,Cairo,Business,619.4,6194,Airbus A319
Royal Jordanian,Tokyo,3:00,Manchester,First,1333.6,6668,De Havilland Dash 8
Air Asia,Nairobi,4:20,Miami,First,1445.4,7227,Boeing 737
Japan Airlines,Copenhagen,4:40,Miami,Business,211.4,2114,ATR 72
Vistara,Singapore,9:30,Delhi,First,2177.4,10887,Embraer E190
Japan Airlines,Barcelona,11:00,Jakarta,Economy,197.55,3951,Boeing 777
Lufthansa,Doha,5:30,Lyon,Business,720.1,7201,Boeing 767
Star Lines,Manila,3:20,Paris,First,1979.6,9898,Airbus A350
Emirates,Mexico City,8:40,Lyon,Business,597.5,5975,Boeing 787-10
United Airlines,Bangkok,11:40,Mexico City,Business,916.2,9162,Boeing 787
Easy Jet,Athens,2:30,Kuala Lumpur,Economy,435.5,8710,McDonnell Douglas MD-11
Easy Jet,Edinburgh,6:00,Lyon,Business,222.9,2229,Airbus A330
Korean Air,Lisbon,1:20,Dublin,First,2430.4,12152,ATR 72
American Airlines,Dubai,2:50,Jakarta,Economy,344.95,6899,Airbus A220
Virgin Atlantic,Rome,7:00,Hong Kong,First,462.6,2313,Airbus A330neo
Swiss International Air Lines,Berlin,9:00,Dubai,Economy,359.9,7198,Airbus A350
Qatar Airways,Mexico City,3:10,Rome,First,781.2,3906,McDonnell Douglas MD-11
Singapore Airlines,London,2:50,Zurich,Business,407.1,4071,Airbus A380
Cathay Pacific,Zurich,3:10,Amsterdam,Economy,394.5,7890,Airbus A319
Air International,Ho Chi Minh City,12:10,Lyon,Economy,465.0,9300,McDonnell Douglas MD-80
Airlines,Nairobi,12:00,Geneva,Economy,608.7,12174,Airbus A220
Emirates,Cairo,2:00,Paris,Business,202.3,2023,Airbus A330
Asian Airlines,Abu Dhabi,12:10,Singapore,First,2844.0,14220,Boeing 777
Vistara,Tokyo,3:30,Beijing,Business,409.9,4099,Boeing 737
United Airlines,Melbourne,5:20,Athens,Economy,509.2,10184,Boeing 747
Aeroflot,Beijing,3:00,Buenos Aires,Economy,592.45,11849,Boeing 737
Singapore Airlines,Lisbon,4:30,Singapore,Business,1355.9,13559,Airbus A319
LATAM Airlines,Edinburgh,5:20,Rome,First,2102.8,10514,Boeing 737 MAX
Japan Airlines,Stockholm,11:20,Paris,Business,394.3,3943,Boeing 737
Air Asia,New York,6:40,Oslo,Economy,208.65,4173,Airbus A220
Easy Jet,Sao Paulo,3:00,San Francisco,Business,1051.9,10519,Airbus A319
Singapore Airlines,Berlin,8:40,Toronto,First,767.6,3838,ATR 72
Air Asia,Nairobi,8:40,Miami,Economy,671.7,13434,McDonnell Douglas MD-80
Go First,Mexico City,6:00,Mumbai,Business,1173.1,11731,Airbus A320
Vistara,Los Angeles,6:00,Budapest,Business,1413.4,14134,Boeing 787-10
Swiss International Air Lines,Abu Dhabi,3:40,Rio de Janeiro,First,366.8,1834,Airbus A320
British Airways,Los Angeles,3:00,Israel,Economy,219.9,4398,Airbus A321
Air France,Ottawa,9:20,Vancouver,First,844.4,4222,Bombardier CRJ
Swiss International Air Lines,Mumbai,6:40,Helsinki,First,1274.2,6371,Boeing 767
Virgin Atlantic,Dubai,8:00,Milan,First,771.8,3859,ATR 72
Lufthansa,Ottawa,3:30,New York,First,2882.4,14412,McDonnell Douglas MD-11
Space Jet,Texas,7:50,Geneva,Economy,117.7,2354,ATR 72
Singapore Airlines,Edinburgh,11:50,Cape Town,Economy,588.45,11769,Boeing 777
Space Jet,Brazil,2:20,Paris,Economy,34.0,680,Boeing 737 MAX
Gulf Air,New York,8:50,Mexico City,Business,654.5,6545,ATR 72
Delta Airlines,Ho Chi Minh City,4:40,Singapore,Economy,166.75,3335,Boeing 737
Royal Jordanian,Kuala Lumpur,2:00,Manchester,Business,1383.7,13837,Boeing 737
Gulf Air,Jakarta,4:20,Vancouver,Economy,683.65,13673,Airbus A220
X-Express,Beijing,9:20,Sao Paulo,First,1637.4,8187,ATR 72
Air Asia,Dublin,7:20,Geneva,Economy,429.85,8597,Airbus A330
Virgin Atlantic,Copenhagen,11:00,Johannesburg,First,1193.0,5965,Airbus A330neo
Vistara,Manila,2:40,Nairobi,Business,372.6,3726,Airbus A321
Space Jet,Los Angeles,6:00,New York,Economy,256.1,5122,Boeing 747
Aeroflot,Seoul,10:20,Istanbul,Business,1282.1,12821,Airbus A380
Airlines,Ottawa,6:10,Sao Paulo,Economy,488.4,9768,Bombardier CRJ
Air Asia,Seoul,5:00,Singapore,Business,1376.5,13765,Boeing 737 MAX
SAS Scandinavian Airlines,Nairobi,5:30,Jakarta,Business,453.9,4539,Airbus A320
Cathay Pacific,Toronto,3:50,Reykjavik,First,1785.4,8927,Boeing 737
SAS Scandinavian Airlines,Kolkata,10:50,Buenos Aires,Business,1120.3,11203,McDonnell Douglas MD-80
Royal Jordanian,Kuala Lumpur,4:50,Barcelona,First,1940.4,9702,McDonnell Douglas MD-11
Southwest Airlines,Berlin,1:30,Istanbul,Business,982.0,9820,McDonnell Douglas MD-80
French Bee,Barcelona,11:20,San Francisco,First,1018.4,5092,Boeing 767
French Bee,Abu Dhabi,6:50,Rome,Business,861.2,8612,McDonnell Douglas MD-80
Turkish Airlines,Berlin,4:30,Mexico City,Economy,543.1,10862,Airbus A319
SAS Scandinavian Airlines,Amsterdam,11:30,Prague,Business,134.1,1341,Boeing 747
Thai Airways,Zurich,8:40,Rome,First,2043.0,10215,Boeing 767
Swiss International Air Lines,Beijing,8:50,Budapest,Economy,95.7,1914,Bombardier CRJ
Thai Airways,Singapore,10:50,Manila,Economy,356.85,7137,De Havilland Dash 8
Vistara,Jakarta,6:00,Los Angeles,Business,614.5,6145,Airbus A319
Aeroflot,Bangkok,1:00,Los Angeles,First,1801.0,9005,Airbus A319
French Bee,Tokyo,1:00,Zurich,Business,504.8,5048,De Havilland Dash 8
British Airways,Mumbai,10:00,Cape Town,Business,437.5,4375,Boeing 747
Easy Jet,Hanoi,5:50,Munich,Economy,704.55,14091,Airbus A330neo
Air Canada,New York,12:40,Rio de Janeiro,Business,538.4,5384,Airbus A330neo
Turkish Airlines,Stockholm,8:40,Paris,Business,915.0,9150,McDonnell Douglas MD-80
Airlines,Chennai,9:40,Dhaka,First,2772.4,13862,Airbus A320
Aeroflot,Tokyo,9:10,Lyon,First,466.4,2332,Boeing 767
Air Asia,Delhi,8:20,Stockholm,Business,1252.9,12529,Airbus A319
Lufthansa,Chicago,11:30,Budapest,Business,276.3,2763,Airbus A220
Swiss International Air Lines,Jakarta,6:30,New York,Economy,736.5,14730,Boeing 787-10
X-Express,Beijing,7:40,Budapest,First,1201.8,6009,Airbus A330
Etihad Airways,Kolkata,8:00,Israel,First,1334.0,6670,Airbus A320
Turkish Airlines,Bangkok,8:20,Dhaka,Business,232.5,2325,Airbus A321
French Bee,Ho Chi Minh City,2:10,San Francisco,Business,500.6,5006,Boeing 757
Air Asia,Ottawa,7:00,Moscow,Business,1084.6,10846,McDonnell Douglas MD-11
Emirates,Delhi,12:30,Helsinki,First,2077.2,10386,Boeing 737
Air Asia,London,5:50,Paris,First,2335.4,11677,Airbus A380
Southwest Airlines,Shanghai,2:50,Sao Paulo,First,707.8,3539,Boeing 767
Southwest Airlines,Copenhagen,6:20,Dubai,Business,1170.5,11705,Bombardier CRJ
X-Express,Stockholm,9:30,Brussels,Economy,350.5,7010,Boeing 787
X-Express,Dublin,11:10,Israel,Business,926.8,9268,Airbus A330neo
Virgin Atlantic,Stockholm,2:30,Los Angeles,First,570.2,2851,Airbus A380
Star Lines,Kolkata,1:10,Istanbul,Business,1413.3,14133,Boeing 757
Lufthansa,Paris,5:20,Kuala Lumpur,Economy,623.65,12473,Embraer E190
Etihad Airways,Berlin,4:40,Warsaw,Economy,427.25,8545,Airbus A330neo
United Airlines,Paris,5:00,Berlin,First,368.2,1841,Boeing 757
Royal Jordanian,Lisbon,6:40,Zurich,First,2514.6,12573,Boeing 767
SAS Scandinavian Airlines,Nairobi,2:10,Oslo,Economy,433.65,8673,Boeing 777X
X-Express,Brisbane,2:20,Mexico City,Business,360.7,3607,Airbus A380
LATAM Airlines,Chicago,3:20,Lyon,First,1258.2,6291,Airbus A380
Air India,Abu Dhabi,6:00,Toronto,Economy,381.25,7625,Airbus A330neo
Go First,Seoul,10:20,Manila,Business,221.2,2212,McDonnell Douglas MD-11
LATAM Airlines,Lisbon,12:30,Sydney,Business,1183.2,11832,De Havilland Dash 8
Emirates,Dubai,7:40,Paris,Economy,722.95,14459,Airbus A319
Qatar Airways,Texas,1:20,Warsaw,First,1797.4,8987,Airbus A330
Japan Airlines,Madrid,4:20,Mumbai,Business,203.6,2036,Airbus A330neo
Royal Jordanian,Zurich,8:40,Barcelona,Economy,686.65,13733,Boeing 747
Virgin Atlantic,Chicago,1:00,Geneva,First,2500.4,12502,ATR 72
Vistara,Johannesburg,12:40,Lyon,Business,773.1,7731,McDonnell Douglas MD-80
Asian Airlines,Shanghai,6:50,Madrid,First,2803.2,14016,McDonnell Douglas MD-11
Alaska Airlines,Brisbane,5:10,Beijing,First,881.8,4409,Airbus A320
Qatar Airways,Melbourne,4:00,Dubai,Business,437.0,4370,Boeing 787
Easy Jet,Tokyo,2:10,Dubai,First,160.4,802,Boeing 747
Air India,Moscow,4:00,Manchester,Economy,162.85,3257,Boeing 787-10
Delta Airlines,Mumbai,5:20,Dubai,Economy,319.75,6395,Airbus A319
Star Lines,Brazil,5:50,Moscow,Business,219.0,2190,Boeing 767
Air France,Singapore,8:20,Dhaka,First,1454.4,7272,Airbus A319
Royal Jordanian,Berlin,1:10,Israel,Economy,427.9,8558,McDonnell Douglas MD-11
Qantas,Hanoi,12:00,Brussels,First,2778.0,13890,Boeing 747
Thai Airways,Seoul,9:10,Barcelona,Economy,690.05,13801,Airbus A220
Turkish Airlines,Seoul,1:40,Oslo,First,2858.8,14294,Boeing 767
SAS Scandinavian Airlines,Barcelona,11:50,Manila,Business,253.9,2539,Embraer E190
United Airlines,Chennai,12:50,Doha,First,2481.8,12409,Boeing 777
