text,label,relationship_stage,medium,trigger
I feel ignored about you hang out with them.,5,breaking_up,email,separation
Why are you chat with them and not me?,5,breaking_up,phone,conflict
I deserve better than your excuses.,0,early_dating,in_person,stress
Why are we always clashing?,1,early_dating,phone,stress
I don’t trust you when you meet up with others.,5,breaking_up,in_person,milestone
How’s your day going with plan?,2,married,in_person,happiness
I feel exposed when we share.,7,breaking_up,phone,separation
Why do you always have to arguing like this?,1,early_dating,phone,separation
Why were you chat with them? Am I not enough?,5,long_distance,text,separation
You’re always fighting and it’s exhausting.,1,early_dating,email,happiness
"Yo, how’s your day going?",2,long_distance,email,conflict
I trust you with my deepest fears. Can we hang out?,7,committed,text,milestone
Who were you hang out with? I’m feeling frustrated.,5,committed,in_person,happiness
Your attitude is really getting on my nerves.,1,long_distance,email,stress
You’re spending too much time chill with them.,5,married,email,milestone
Do you talk with them often?,5,early_dating,text,separation
How’s your schedule going?,2,early_dating,phone,milestone
I need a break from {topic}.,3,married,in_person,separation
You’re my joy and always will be.,4,breaking_up,email,happiness
I’m just not in the mood to discuss rn.,3,married,in_person,stress
I can’t stand when you hiding things.,1,breaking_up,text,happiness
"I want to cherish with you, but I need you to understand my ignored. 💔",8,married,email,stress
"Hey, what’s plan like?",2,long_distance,text,conflict
Can we catch up another time?,3,breaking_up,in_person,stress
Can we chill later?,2,early_dating,in_person,stress
I’m fed up with your secrets attitude.,1,breaking_up,text,milestone
Let’s create and move forward.,6,committed,text,separation
Your behavior is really getting on my nerves.,1,breaking_up,email,milestone
I’d rather not clashing about this.,3,married,in_person,stress
I’m so betrayed about your behavior.,1,breaking_up,email,separation
"You make me safe, but I’m unimportant about your lying. 😔",8,breaking_up,in_person,separation
Why can’t you just do this for once?,0,early_dating,in_person,milestone
I’m just not in the mood to hash out rn.,3,early_dating,email,stress
I need your honesty. Can we sort out?,7,married,email,milestone
Can we hang out and start fresh?,6,breaking_up,email,separation
Are you chat with someone else?,5,early_dating,text,conflict
"If you really loved me, you’d make it right.",0,married,in_person,stress
Let’s focus on {different_topic}.,3,breaking_up,phone,stress
I don’t want this secrets to come between us.,6,early_dating,text,milestone
I’m only happy when you step up.,0,married,phone,happiness
Can we talk about this {delay_time}?,3,married,text,separation
"I dream you, but I’m betrayed about our behavior. 😢",8,long_distance,text,stress
"Let’s skip this for now, okay?",3,married,text,milestone
Can we talk about this later?,3,married,phone,conflict
Why were you chat with them? Am I not enough?,5,early_dating,phone,conflict
You need to do what I say or else.,0,long_distance,phone,milestone
"I’m excited about our future, but I need you to {positive_action} more. 🌟",8,breaking_up,phone,conflict
I’m sorry about earlier. Let’s spend and move on.,6,committed,phone,happiness
Let’s put this {conflict_noun} behind us.,6,breaking_up,in_person,happiness
Why can’t you just {positive_action} for once?,1,committed,text,milestone
I feel left out when you chat with others.,5,married,in_person,happiness
"I’m blessed about our future, but I need you to {positive_action} more. 😊",8,early_dating,in_person,milestone
I’m feeling unsure about this.,3,early_dating,text,separation
Let’s talk sometime.,2,committed,phone,milestone
I’d rather not arguing about this.,3,early_dating,text,conflict
I feel like I’m taking a risk by {vulnerable_action}.,7,breaking_up,text,separation
I dream our journey moments.,4,early_dating,email,stress
You always lying to get your way.,0,long_distance,phone,milestone
I’m willing to listen and {compromise_action}.,6,long_distance,in_person,conflict
Why are we always disagreeing?,1,married,email,conflict
I feel hurt when you hang out with someone else.,5,committed,email,separation
Can we chill later?,2,long_distance,phone,stress
I don’t want to lose you. Let’s hash out this.,6,committed,text,stress
Are you chill with them more than me?,5,married,in_person,separation
I can’t get enough of you for who you are.,4,early_dating,email,milestone
"I’m safe, but your behavior is too much. 😩",8,married,in_person,milestone
Let’s hang out and see what happens.,2,breaking_up,in_person,happiness
I feel unimportant about our relationship.,7,early_dating,in_person,stress
Why are we always clashing?,1,long_distance,in_person,conflict
What do you think about plan?,2,married,email,conflict
I’m so unimportant about your excuses.,1,early_dating,phone,milestone
I’m so angry about your behavior.,1,long_distance,text,milestone
I’m feeling unsure about this.,3,long_distance,phone,happiness
Let’s meet up sometime.,2,long_distance,text,separation
"I’m perfect about our love, but I need more babe communication. 💕",8,breaking_up,text,milestone
"Yo, how’s your week going?",2,early_dating,phone,milestone
I’m worried about your chill with them.,5,committed,text,milestone
"You make me grateful, but your attitude is really selfish. 😩",8,committed,email,milestone
Being with you feels happy.,4,early_dating,text,stress
I feel insecure when you chat with them.,5,early_dating,email,separation
Can we address this later?,3,married,phone,separation
I’d rather not bickering about this.,3,early_dating,text,happiness
You’re my forever future.,4,married,in_person,separation
I feel ignored about our relationship.,7,early_dating,text,stress
I don’t like the way you chill with them.,5,breaking_up,in_person,happiness
I feel vulnerable when you chat.,7,early_dating,text,happiness
I’m just not in the mood to sort out rn.,3,early_dating,in_person,happiness
I’m willing to listen and {compromise_action}.,6,committed,in_person,happiness
"You make me blessed, but your attitude is really distant. 😩",8,committed,email,milestone
Why can’t you just {positive_action} for once?,1,committed,text,milestone
"If you loved me, you’d change.",0,married,text,conflict
I can’t stand when you ignoring me.,1,married,in_person,stress
I’m feeling unsure about this.,3,committed,in_person,separation
Are you chat with someone else?,5,long_distance,phone,milestone
Can we discuss my feelings?,7,early_dating,phone,separation
Can we go over this calmly?,6,breaking_up,phone,conflict
"If you don’t fix this, I’m done.",0,breaking_up,in_person,milestone
"You’re my world, but I need some world boundaries. 😊",8,committed,in_person,happiness
I’m afraid of being hurt. Can you {reassure_action} me?,7,long_distance,text,separation
You need to stop blaming me now.,1,early_dating,email,happiness
"Yo, how’s your schedule going?",2,early_dating,phone,happiness
I’m thinking about day.,2,long_distance,in_person,milestone
"I’m beautiful about our relationship, but I need more everything effort. 💪",8,committed,email,separation
Let’s chill sometime.,2,married,in_person,happiness
I cherish you more every day.,4,breaking_up,email,happiness
I’m feeling overwhelmed by {topic}.,3,committed,text,stress
I feel ignored when you hang out with someone else.,5,long_distance,email,stress
Are you hang out with someone else?,5,breaking_up,in_person,milestone
I don’t like the way you chat with them.,5,long_distance,phone,conflict
You’re always hiding things and it’s exhausting.,1,committed,text,happiness
Why do you catch up with them so much?,5,long_distance,text,stress
"If you really valued me, you’d do this.",0,early_dating,email,stress
You need to make it right to prove your love.,0,married,in_person,milestone
"I’m beautiful about our love, but I need more heart communication. 💕",8,committed,text,stress
Are you hang out with them more than me?,5,married,text,conflict
I don’t want to lose you. Let’s discuss this.,6,long_distance,phone,stress
Can we hang out another time?,3,early_dating,phone,milestone
I don’t like it when you chat with others.,5,early_dating,in_person,happiness
You’re trying to guilt-trip me again.,0,committed,phone,separation
You keep lying and it’s selfish.,1,long_distance,phone,milestone
I don’t want to lose you. Let’s sort out this.,6,long_distance,email,happiness
You’re making me feel hurt on purpose.,0,early_dating,text,happiness
I don’t know how much more {conflict_noun} I can handle.,1,early_dating,phone,milestone
Let’s put this {conflict_noun} behind us.,6,early_dating,in_person,conflict
"I dream you, but I’m hurt by your fighting. 😢",8,early_dating,phone,separation
