id,text,label,Location,Purchase Frequency,Preferred Category,Loyalty Status,Device Used,Subscription Status,Feedback Sentiment Score,Days Since Last Purchase
4820,Great service and fast shipping!,Negative,Los Angeles,Low,Sports,New,Tablet,Yes,-0.78,23
4821,The product is amazing! Highly recommend it.,Neutral,Houston,High,Electronics,New,Tablet,Yes,0.2,80
4822,"Terrible quality, would not buy again.",Positive,San Antonio,Medium,Clothing,Occasional,Desktop,Yes,0.56,62
4823,"It's okay, but could be better.",Negative,Los Angeles,High,Electronics,Regular,Tablet,No,-0.76,84
4824,Best purchase ever! Love the features.,Neutral,New York,Low,Electronics,Occasional,Desktop,Yes,-0.03,25
4825,"The delivery was late, and the item was damaged.",Positive,Los Angeles,Low,Sports,Regular,Tablet,Yes,0.9,32
4826,Decent product for the price.,Negative,New York,High,Books,Occasional,Mobile,No,-0.92,21
4827,Absolutely love this! Worth every penny.,Neutral,Los Angeles,High,Books,Regular,Tablet,No,-0.11,1
4828,Not worth the money. Save your cash.,Positive,Chicago,Medium,Clothing,New,Mobile,Yes,0.59,28
4829,"It works fine, nothing special though.",Negative,Phoenix,Medium,Home Goods,Occasional,Tablet,No,-0.92,91
4830,Great service and fast shipping!,Neutral,Chicago,High,Books,New,Tablet,No,-0.1,91
4831,The product is amazing! Highly recommend it.,Positive,Chicago,Low,Sports,Regular,Mobile,No,0.76,12
4832,"Terrible quality, would not buy again.",Negative,Phoenix,Medium,Sports,Regular,Mobile,Yes,-0.65,79
4833,"It's okay, but could be better.",Neutral,Phoenix,High,Books,New,Mobile,No,-0.05,20
4834,Best purchase ever! Love the features.,Positive,Houston,Medium,Home Goods,Regular,Mobile,Yes,0.72,83
4835,"The delivery was late, and the item was damaged.",Negative,San Antonio,Medium,Toys,Occasional,Desktop,No,-0.6,51
4836,Decent product for the price.,Neutral,San Antonio,Medium,Clothing,Regular,Desktop,No,0.01,26
4837,Absolutely love this! Worth every penny.,Positive,Houston,Medium,Toys,Occasional,Mobile,No,0.79,85
4838,Not worth the money. Save your cash.,Negative,Chicago,Low,Toys,Regular,Desktop,No,-0.74,43
4839,"It works fine, nothing special though.",Neutral,Chicago,High,Electronics,Occasional,Tablet,No,0.12,50
4840,Great service and fast shipping!,Positive,New York,Medium,Electronics,Occasional,Tablet,No,0.59,74
4841,The product is amazing! Highly recommend it.,Negative,New York,High,Clothing,Occasional,Tablet,Yes,-0.51,28
4842,"Terrible quality, would not buy again.",Neutral,San Antonio,High,Home Goods,Regular,Desktop,No,0.15,26
4843,"It's okay, but could be better.",Positive,Houston,Low,Electronics,Occasional,Desktop,Yes,0.7,77
4844,Best purchase ever! Love the features.,Negative,Philadelphia,Low,Books,Occasional,Tablet,Yes,-0.79,25
4845,"The delivery was late, and the item was damaged.",Neutral,Philadelphia,Medium,Clothing,Regular,Mobile,No,0.14,31
4846,Decent product for the price.,Positive,Houston,Medium,Sports,Occasional,Tablet,No,0.72,84
4847,Absolutely love this! Worth every penny.,Negative,New York,Medium,Toys,New,Desktop,Yes,-0.75,79
4848,Not worth the money. Save your cash.,Neutral,San Antonio,Medium,Clothing,Regular,Tablet,No,0.1,18
4849,"It works fine, nothing special though.",Positive,San Antonio,Medium,Sports,Occasional,Tablet,No,0.69,40
4850,Great service and fast shipping!,Negative,New York,Low,Sports,Occasional,Desktop,No,-0.77,87
4851,The product is amazing! Highly recommend it.,Neutral,Philadelphia,Medium,Electronics,Regular,Desktop,Yes,-0.19,67
4852,"Terrible quality, would not buy again.",Positive,Los Angeles,Medium,Sports,Regular,Desktop,No,0.57,63
4853,"It's okay, but could be better.",Negative,Los Angeles,Medium,Home Goods,Occasional,Desktop,No,-0.77,11
4854,Best purchase ever! Love the features.,Neutral,New York,Low,Sports,Occasional,Tablet,Yes,-0.18,27
4855,"The delivery was late, and the item was damaged.",Positive,Los Angeles,Medium,Sports,Regular,Desktop,No,0.65,37
4856,Decent product for the price.,Negative,Phoenix,Low,Toys,New,Mobile,Yes,-0.78,12
4857,Absolutely love this! Worth every penny.,Neutral,Houston,Medium,Home Goods,Occasional,Desktop,Yes,-0.16,97
4858,Not worth the money. Save your cash.,Positive,Houston,Medium,Clothing,Regular,Desktop,Yes,0.53,28
4859,"It works fine, nothing special though.",Negative,New York,Low,Home Goods,Occasional,Tablet,Yes,-0.99,6
4860,Great service and fast shipping!,Neutral,Chicago,Medium,Home Goods,New,Mobile,Yes,-0.01,70
4861,The product is amazing! Highly recommend it.,Positive,Philadelphia,Medium,Clothing,Regular,Mobile,No,0.57,44
4862,"Terrible quality, would not buy again.",Negative,New York,Low,Toys,Occasional,Mobile,No,-0.66,85
4863,"It's okay, but could be better.",Neutral,Los Angeles,Low,Sports,Occasional,Desktop,Yes,-0.0,89
4864,Best purchase ever! Love the features.,Positive,Philadelphia,High,Home Goods,Regular,Tablet,Yes,0.51,47
4865,"The delivery was late, and the item was damaged.",Negative,Chicago,Medium,Home Goods,Regular,Tablet,Yes,-0.97,36
4866,Decent product for the price.,Neutral,Los Angeles,High,Clothing,Regular,Desktop,Yes,0.17,82
4867,Absolutely love this! Worth every penny.,Positive,San Antonio,Medium,Books,Regular,Mobile,No,0.56,44
4868,Not worth the money. Save your cash.,Negative,Phoenix,Medium,Home Goods,Regular,Mobile,Yes,-0.62,69
4869,"It works fine, nothing special though.",Neutral,Los Angeles,Medium,Electronics,New,Tablet,Yes,-0.1,23
4870,Great service and fast shipping!,Positive,Phoenix,Medium,Sports,New,Desktop,No,0.66,23
4871,The product is amazing! Highly recommend it.,Negative,Philadelphia,Low,Sports,Regular,Mobile,No,-0.99,87
4872,"Terrible quality, would not buy again.",Neutral,Phoenix,Medium,Toys,Occasional,Desktop,Yes,0.02,35
4873,"It's okay, but could be better.",Positive,Philadelphia,Medium,Home Goods,Regular,Tablet,No,0.73,93
4874,Best purchase ever! Love the features.,Negative,Philadelphia,Low,Clothing,Regular,Desktop,Yes,-0.63,69
4875,"The delivery was late, and the item was damaged.",Neutral,Philadelphia,Low,Electronics,Regular,Desktop,No,0.16,61
4876,Decent product for the price.,Positive,Philadelphia,Low,Clothing,Regular,Desktop,Yes,0.77,81
4877,Absolutely love this! Worth every penny.,Negative,Philadelphia,Medium,Home Goods,New,Desktop,No,-0.52,38
4878,Not worth the money. Save your cash.,Neutral,Los Angeles,Medium,Electronics,Regular,Mobile,Yes,-0.14,52
4879,"It works fine, nothing special though.",Positive,Philadelphia,High,Toys,Occasional,Tablet,Yes,0.67,2
4880,Great service and fast shipping!,Negative,Los Angeles,Low,Toys,Regular,Mobile,No,-0.59,19
4881,The product is amazing! Highly recommend it.,Neutral,Philadelphia,Low,Toys,Regular,Mobile,Yes,0.02,63
4882,"Terrible quality, would not buy again.",Positive,Phoenix,Medium,Books,New,Mobile,Yes,0.77,67
4883,"It's okay, but could be better.",Negative,San Antonio,High,Clothing,Regular,Mobile,Yes,-0.77,94
4884,Best purchase ever! Love the features.,Neutral,Philadelphia,Low,Home Goods,New,Tablet,Yes,-0.19,97
4885,"The delivery was late, and the item was damaged.",Positive,Chicago,Medium,Electronics,Regular,Tablet,No,0.54,23
4886,Decent product for the price.,Negative,Philadelphia,Medium,Sports,Occasional,Mobile,Yes,-0.96,26
4887,Absolutely love this! Worth every penny.,Neutral,Philadelphia,Low,Sports,New,Desktop,Yes,-0.12,30
4888,Not worth the money. Save your cash.,Positive,Phoenix,Medium,Clothing,Regular,Desktop,Yes,0.55,19
4889,"It works fine, nothing special though.",Negative,Houston,Low,Home Goods,Occasional,Desktop,No,-0.95,39
4890,Great service and fast shipping!,Neutral,Phoenix,High,Books,Occasional,Desktop,Yes,0.05,90
4891,The product is amazing! Highly recommend it.,Positive,Chicago,Medium,Home Goods,Regular,Desktop,No,0.56,96
4892,"Terrible quality, would not buy again.",Negative,Houston,Medium,Clothing,Occasional,Tablet,Yes,-0.77,28
4893,"It's okay, but could be better.",Neutral,New York,Medium,Home Goods,Regular,Desktop,Yes,-0.17,73
4894,Best purchase ever! Love the features.,Positive,New York,Medium,Sports,Regular,Tablet,No,0.63,61
4895,"The delivery was late, and the item was damaged.",Negative,Chicago,Medium,Sports,Regular,Desktop,No,-0.54,48
4896,Decent product for the price.,Neutral,Phoenix,Low,Electronics,New,Desktop,No,-0.19,95
4897,Absolutely love this! Worth every penny.,Positive,Los Angeles,Medium,Books,Regular,Mobile,No,0.94,79
4898,Not worth the money. Save your cash.,Negative,Chicago,Low,Sports,Regular,Mobile,Yes,-0.62,96
4899,"It works fine, nothing special though.",Neutral,San Antonio,Medium,Electronics,Occasional,Mobile,Yes,0.17,13
4900,Great service and fast shipping!,Positive,Houston,Low,Books,Regular,Tablet,Yes,0.89,86
4901,The product is amazing! Highly recommend it.,Negative,Houston,Medium,Sports,Occasional,Tablet,Yes,-0.59,11
4902,"Terrible quality, would not buy again.",Neutral,Philadelphia,Low,Books,Regular,Mobile,Yes,-0.16,97
4903,"It's okay, but could be better.",Positive,New York,High,Home Goods,Occasional,Mobile,Yes,0.92,88
4904,Best purchase ever! Love the features.,Negative,Houston,Medium,Electronics,Occasional,Desktop,No,-0.76,40
4905,"The delivery was late, and the item was damaged.",Neutral,Chicago,Medium,Books,Regular,Tablet,Yes,-0.06,51
4906,Decent product for the price.,Positive,Houston,High,Books,Regular,Desktop,No,0.58,70
4907,Absolutely love this! Worth every penny.,Negative,Chicago,Medium,Home Goods,Occasional,Desktop,Yes,-1.0,80
4908,Not worth the money. Save your cash.,Neutral,Los Angeles,High,Sports,Occasional,Mobile,No,0.06,30
4909,"It works fine, nothing special though.",Positive,Philadelphia,Low,Sports,Regular,Desktop,Yes,0.86,30
4910,Great service and fast shipping!,Negative,New York,Medium,Clothing,Regular,Desktop,No,-0.81,78
4911,The product is amazing! Highly recommend it.,Neutral,Houston,Medium,Clothing,Regular,Mobile,Yes,-0.13,54
4912,"Terrible quality, would not buy again.",Positive,Chicago,High,Sports,Occasional,Mobile,Yes,0.57,7
4913,"It's okay, but could be better.",Negative,Phoenix,Low,Toys,New,Desktop,Yes,-0.92,67
4914,Best purchase ever! Love the features.,Neutral,New York,High,Toys,Regular,Desktop,No,-0.18,95
4915,"The delivery was late, and the item was damaged.",Positive,Los Angeles,Medium,Books,Regular,Desktop,No,0.68,10
4916,Decent product for the price.,Negative,Chicago,High,Sports,Regular,Tablet,Yes,-0.69,97
4917,Absolutely love this! Worth every penny.,Neutral,San Antonio,Medium,Clothing,Regular,Desktop,Yes,-0.02,61
4918,Not worth the money. Save your cash.,Positive,San Antonio,Low,Books,Occasional,Mobile,No,0.56,37
4919,"It works fine, nothing special though.",Negative,Philadelphia,High,Electronics,New,Desktop,No,-0.59,15
4920,Great service and fast shipping!,Neutral,Philadelphia,High,Clothing,Regular,Tablet,Yes,-0.09,50
4921,The product is amazing! Highly recommend it.,Positive,Los Angeles,Medium,Clothing,Occasional,Desktop,No,0.8,4
4922,"Terrible quality, would not buy again.",Negative,Los Angeles,Low,Clothing,Regular,Tablet,Yes,-0.88,42
4923,"It's okay, but could be better.",Neutral,Philadelphia,Low,Toys,New,Tablet,No,0.04,68
4924,Best purchase ever! Love the features.,Positive,Houston,Medium,Home Goods,Occasional,Mobile,No,0.56,10
4925,"The delivery was late, and the item was damaged.",Negative,Houston,Low,Home Goods,Regular,Desktop,Yes,-0.67,22
4926,Decent product for the price.,Neutral,Chicago,Medium,Toys,New,Tablet,Yes,0.03,31
4927,Absolutely love this! Worth every penny.,Positive,Phoenix,Medium,Sports,Regular,Desktop,No,0.76,76
4928,Not worth the money. Save your cash.,Negative,Chicago,Medium,Sports,Occasional,Tablet,No,-0.89,73
4929,"It works fine, nothing special though.",Neutral,Phoenix,Low,Toys,New,Mobile,No,0.01,28
4930,Great service and fast shipping!,Positive,Los Angeles,Medium,Toys,Regular,Mobile,Yes,0.95,98
4931,The product is amazing! Highly recommend it.,Negative,New York,Medium,Sports,Occasional,Desktop,No,-0.94,69
4932,"Terrible quality, would not buy again.",Neutral,Chicago,Medium,Home Goods,New,Desktop,No,0.08,94
4933,"It's okay, but could be better.",Positive,Chicago,Medium,Books,New,Desktop,No,0.56,80
4934,Best purchase ever! Love the features.,Negative,Phoenix,Medium,Toys,Occasional,Desktop,Yes,-0.83,19
4935,"The delivery was late, and the item was damaged.",Neutral,Los Angeles,Medium,Books,Regular,Desktop,Yes,0.07,78
4936,Decent product for the price.,Positive,Los Angeles,High,Books,Occasional,Tablet,Yes,0.78,47
4937,Absolutely love this! Worth every penny.,Negative,San Antonio,Medium,Electronics,Occasional,Desktop,Yes,-0.66,24
4938,Not worth the money. Save your cash.,Neutral,Phoenix,High,Home Goods,Occasional,Tablet,No,0.19,56
4939,"It works fine, nothing special though.",Positive,Los Angeles,Medium,Books,New,Tablet,Yes,0.98,11
4940,Great service and fast shipping!,Negative,Philadelphia,Medium,Home Goods,Regular,Tablet,Yes,-0.54,77
4941,The product is amazing! Highly recommend it.,Neutral,Houston,Low,Home Goods,Regular,Desktop,No,-0.0,74
4942,"Terrible quality, would not buy again.",Positive,San Antonio,Medium,Electronics,Occasional,Mobile,Yes,0.67,93
4943,"It's okay, but could be better.",Negative,Philadelphia,Medium,Sports,New,Mobile,No,-0.86,91
4944,Best purchase ever! Love the features.,Neutral,New York,Low,Home Goods,Occasional,Desktop,Yes,0.03,54
4945,"The delivery was late, and the item was damaged.",Positive,Chicago,Medium,Books,New,Desktop,Yes,0.73,59
4946,Decent product for the price.,Negative,San Antonio,Low,Sports,New,Desktop,Yes,-0.5,65
4947,Absolutely love this! Worth every penny.,Neutral,New York,Medium,Sports,New,Tablet,No,0.01,32
4948,Not worth the money. Save your cash.,Positive,Chicago,Medium,Clothing,New,Mobile,No,0.66,18
4949,"It works fine, nothing special though.",Negative,Houston,Medium,Books,New,Mobile,No,-0.68,4
4950,Great service and fast shipping!,Neutral,Los Angeles,High,Books,New,Mobile,Yes,-0.18,80
4951,The product is amazing! Highly recommend it.,Positive,Philadelphia,Medium,Home Goods,Occasional,Mobile,Yes,0.56,82
4952,"Terrible quality, would not buy again.",Negative,Phoenix,Medium,Books,Regular,Tablet,Yes,-0.67,85
4953,"It's okay, but could be better.",Neutral,Philadelphia,Medium,Clothing,Regular,Desktop,No,-0.15,51
4954,Best purchase ever! Love the features.,Positive,Houston,High,Home Goods,Regular,Tablet,No,0.88,47
4955,"The delivery was late, and the item was damaged.",Negative,New York,Medium,Toys,Regular,Desktop,No,-0.97,54
4956,Decent product for the price.,Neutral,Phoenix,Medium,Books,Regular,Desktop,Yes,0.04,25
4957,Absolutely love this! Worth every penny.,Positive,Los Angeles,Low,Books,New,Mobile,Yes,0.84,10
4958,Not worth the money. Save your cash.,Negative,Houston,Medium,Electronics,Occasional,Mobile,Yes,-0.61,7
4959,"It works fine, nothing special though.",Neutral,Phoenix,Low,Toys,Regular,Desktop,Yes,0.15,65
4960,Great service and fast shipping!,Positive,Houston,Medium,Toys,Occasional,Desktop,Yes,0.66,97
4961,The product is amazing! Highly recommend it.,Negative,Houston,High,Clothing,Occasional,Mobile,Yes,-0.64,97
4962,"Terrible quality, would not buy again.",Neutral,Los Angeles,Medium,Toys,Regular,Mobile,Yes,-0.17,19
4963,"It's okay, but could be better.",Positive,San Antonio,Medium,Electronics,New,Mobile,Yes,0.91,7
4964,Best purchase ever! Love the features.,Negative,Chicago,Medium,Clothing,Regular,Mobile,No,-0.55,45
4965,"The delivery was late, and the item was damaged.",Neutral,Phoenix,Medium,Toys,Occasional,Mobile,Yes,0.1,78
4966,Decent product for the price.,Positive,Los Angeles,Medium,Clothing,Regular,Tablet,Yes,0.64,38
4967,Absolutely love this! Worth every penny.,Negative,Houston,Medium,Toys,Occasional,Tablet,No,-0.97,7
4968,Not worth the money. Save your cash.,Neutral,Los Angeles,Low,Toys,New,Tablet,No,-0.03,46
4969,"It works fine, nothing special though.",Positive,San Antonio,Low,Sports,Regular,Mobile,Yes,0.64,67
4970,Great service and fast shipping!,Negative,Chicago,Medium,Toys,New,Desktop,No,-0.73,75
4971,The product is amazing! Highly recommend it.,Neutral,Philadelphia,Medium,Books,Regular,Desktop,Yes,-0.04,8
4972,"Terrible quality, would not buy again.",Positive,Phoenix,Low,Toys,Occasional,Mobile,Yes,0.57,90
4973,"It's okay, but could be better.",Negative,Chicago,Medium,Books,New,Tablet,Yes,-0.58,3
4974,Best purchase ever! Love the features.,Neutral,New York,Low,Home Goods,New,Desktop,Yes,0.15,93
4975,"The delivery was late, and the item was damaged.",Positive,Phoenix,Low,Sports,Regular,Mobile,No,0.91,12
4976,Decent product for the price.,Negative,Chicago,Medium,Electronics,Regular,Tablet,No,-0.89,82
4977,Absolutely love this! Worth every penny.,Neutral,Houston,Medium,Clothing,Occasional,Tablet,Yes,-0.03,43
4978,Not worth the money. Save your cash.,Positive,Phoenix,Medium,Clothing,Regular,Tablet,Yes,0.59,7
4979,"It works fine, nothing special though.",Negative,Phoenix,Medium,Home Goods,Occasional,Tablet,Yes,-0.67,94
4980,Great service and fast shipping!,Neutral,Los Angeles,High,Toys,Occasional,Tablet,Yes,0.12,48
4981,The product is amazing! Highly recommend it.,Positive,Houston,Medium,Electronics,Occasional,Tablet,Yes,0.79,80
4982,"Terrible quality, would not buy again.",Negative,New York,Low,Home Goods,Regular,Tablet,Yes,-0.73,45
4983,"It's okay, but could be better.",Neutral,Philadelphia,Medium,Home Goods,Occasional,Tablet,Yes,0.09,25
4984,Best purchase ever! Love the features.,Positive,San Antonio,Low,Clothing,New,Tablet,No,0.56,4
4985,"The delivery was late, and the item was damaged.",Negative,Chicago,High,Books,Occasional,Tablet,Yes,-0.88,4
4986,Decent product for the price.,Neutral,Los Angeles,Low,Books,Occasional,Mobile,No,-0.07,50
4987,Absolutely love this! Worth every penny.,Positive,Chicago,Medium,Toys,Regular,Desktop,Yes,0.77,58
